域名	解析IP	开放端口	WEB服务器	网站状态
10jia.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
2014.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
163.sports.letv.com	61.135.251.172	-	端口未开放	端口未开放
17kan.open.letv.com	123.126.32.188	-	端口未开放	端口未开放
360mry.hz.letv.com	106.38.184.48	80	nginx	80:正常访问
361.hz.letv.com	115.182.94.160	-	端口未开放	端口未开放
58dm.hz.letv.com	121.30.192.9,61.162.172.185,124.67.23.253,139.209.89.125,112.84.133.11,61.180.227.172,58.20.206.154	80,443	nginx/1.13.9	80:(403) 已禁止
360.m.letv.com	101.236.15.248,123.59.126.233,103.252.206.242	80,443	获取失败	80:-
bc.letv.com	115.182.51.48	-	端口未开放	端口未开放
c1.letv.com	125.32.112.76	-	端口未开放	端口未开放
cc.letv.com	10.124.12.252,10.122.12.252	-	端口未开放	端口未开放
m.letv.com	123.59.123.77,101.236.15.242,103.252.206.236	80,443	nginx/1.12.0	80:正常访问
o.letv.com	123.125.47.216	-	端口未开放	端口未开放
q.letv.com	115.182.94.122	-	端口未开放	端口未开放
d1.letv.com	58.218.202.11	80,443	获取失败	80:-
u.letv.com	221.230.140.170	-	端口未开放	端口未开放
v.letv.com	115.182.63.241	-	端口未开放	端口未开放
x.letv.com	106.38.180.238,123.125.91.229	-	端口未开放	端口未开放
www2.letv.com	123.126.32.96	-	端口未开放	端口未开放
www1.letv.com	119.147.243.44	-	端口未开放	端口未开放
cms.letv.com	10.182.63.22	-	端口未开放	端口未开放
news.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
www.letv.com	123.150.50.233,123.125.37.191	80,443	nginx	80:正常访问
mini.letv.com	124.160.124.43	80,443	Kongfu	80:(404) 未找到
mail.letv.com	123.125.37.253	443	Microsoft-IIS/8.5	443:(403) 已禁止
hot.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
app.letv.com	101.236.15.254,103.252.206.249	80,443	nginx	80:正常访问
mobile.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
movie.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
union.letv.com	221.230.140.171	-	端口未开放	端口未开放
bug.letv.com	123.59.126.233,103.252.206.242,101.236.15.248	80,443	nginx	80:(405) 不允许的方法
cp.letv.com	47.100.41.124	80	Tengine	80:正常访问
report.letv.com	101.236.15.239,123.59.123.244,103.252.206.234	80,443	nginx	80:正常访问
bbs.letv.com	123.59.126.233,101.236.15.248,103.252.206.242	80,443	nginx	80:正常访问
static.letv.com	119.147.243.44	-	端口未开放	端口未开放
open.letv.com	123.59.126.233,103.252.206.242,101.236.15.248	80,443	nginx	80:正常访问
docs.letv.com	10.124.12.251,10.122.12.251	-	端口未开放	端口未开放
comment.letv.com	125.32.112.74	-	端口未开放	端口未开放
forum.letv.com	138.19.239.248	-	端口未开放	端口未开放
4399.hz.letv.com	115.182.52.47	80	获取失败	80:-
download.letv.com	123.59.238.165	80	nginx/1.10.3	80:(403) 已禁止
passport.letv.com	115.182.94.246	-	端口未开放	端口未开放
hk.letv.com	123.59.123.77	80,443	nginx	80:正常访问
us.letv.com	218.241.129.194	-	端口未开放	端口未开放
vip.letv.com	103.252.206.242,101.236.15.248,123.59.126.233	443	nginx	443:正常访问
pc.letv.com	58.20.206.154,121.30.192.9,61.162.172.185,124.67.23.253,139.209.89.125,112.84.133.11,61.180.227.172	443	nginx	443:(403) 已禁止
admin.letv.com	10.0.199.213	-	端口未开放	端口未开放
youxi.letv.com	101.132.96.2	80	Tengine	80:正常访问
shop.letv.com	117.121.54.248	-	端口未开放	端口未开放
portal.letv.com	123.125.89.168	-	端口未开放	端口未开放
service.letv.com	10.58.1.249	-	端口未开放	端口未开放
ad.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
pan.letv.com	115.182.93.189	-	端口未开放	端口未开放
webmaster.letv.com	60.28.199.213	-	端口未开放	端口未开放
update.letv.com	219.234.93.97	-	端口未开放	端口未开放
pay.letv.com	101.236.15.242,123.59.123.77,103.252.206.236	80,443	nginx	80:正常访问
show.letv.com	121.201.1.105	-	端口未开放	端口未开放
svn.letv.com	119.57.33.161	-	端口未开放	端口未开放
my.letv.com	101.236.15.242,123.59.123.77,103.252.206.236	80,443	nginx	80:正常访问
music.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
best.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
client.letv.com	115.182.51.68	-	端口未开放	端口未开放
search.letv.com	115.182.94.105	-	端口未开放	端口未开放
ag.letv.com	112.127.164.116	80	Microsoft-IIS/7.5	80:(404) 未找到
oa.letv.com	10.200.91.175	-	端口未开放	端口未开放
auto.letv.com	220.181.153.220,117.121.2.219	-	端口未开放	端口未开放
club.letv.com	211.157.108.153	-	端口未开放	端口未开放
dc.letv.com	101.236.15.227,103.252.206.221	80	nginx	80:(403) 已禁止
des.letv.com	115.182.51.48,115.182.51.43	-	端口未开放	端口未开放
edu.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
disk.letv.com	117.121.54.48,117.121.54.47	-	端口未开放	端口未开放
ipad.letv.com	123.59.126.233,101.236.15.248,103.252.206.242	80,443	获取失败	80:-
games.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
go.letv.com	202.106.195.29	-	端口未开放	端口未开放
live.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
jobs.letv.com	115.182.93.234	-	端口未开放	端口未开放
labs.letv.com	124.248.35.182	-	端口未开放	端口未开放
mail2.letv.com	115.182.93.109	-	端口未开放	端口未开放
partner.letv.com	219.234.93.97	-	端口未开放	端口未开放
sms.letv.com	221.230.140.174	-	端口未开放	端口未开放
g3.letv.com	123.59.235.112,123.59.234.90	80,443	nginx	80:(420) GSLB
tech.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
t1.letv.com	121.11.150.200	-	端口未开放	端口未开放
tv.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
tj.letv.com	115.182.51.61,220.181.117.41	-	端口未开放	端口未开放
ts.letv.com	60.28.199.218,115.182.51.19	-	端口未开放	端口未开放
tracker.letv.com	115.182.51.18,58.218.210.117,115.182.51.42,60.28.199.218,58.218.210.116,119.167.210.27	-	端口未开放	端口未开放
upload.letv.com	123.125.89.181,220.181.155.163	-	端口未开放	端口未开放
vpn.letv.com	115.182.51.136	-	端口未开放	端口未开放
cloud.letv.com	101.236.15.242,123.59.123.77,103.252.206.236	80,443	nginx	80:正常访问
job.letv.com	123.59.126.233,103.252.206.242,101.236.15.248	80,443	nginx	80:正常访问
top.letv.com	123.59.126.233,101.236.15.248,103.252.206.242	80,443	nginx/1.12.0	80:正常访问
index.letv.com	117.121.58.223	-	端口未开放	端口未开放
zeus.letv.com	10.110.93.237,10.122.12.250,10.124.12.250	-	端口未开放	端口未开放
task.letv.com	220.181.153.251	-	端口未开放	端口未开放
travel.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
family.letv.com	115.182.51.38	-	端口未开放	端口未开放
car.letv.com	123.125.47.216	-	端口未开放	端口未开放
list.letv.com	111.206.211.245,220.181.155.233	-	端口未开放	端口未开放
pad.letv.com	220.181.155.177,115.182.93.246	-	端口未开放	端口未开放
life.letv.com	101.236.15.248,123.59.126.233,103.252.206.242	80,443	nginx	80:正常访问
health.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
material.letv.com	123.59.235.210,123.59.235.210	-	端口未开放	端口未开放
rule.letv.com	115.182.93.135	-	端口未开放	端口未开放
dream.letv.com	220.181.117.31,117.121.2.219	-	端口未开放	端口未开放
film.letv.com	220.181.117.38	-	端口未开放	端口未开放
fly.letv.com	115.182.51.71,115.182.51.26	-	端口未开放	端口未开放
fashion.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
reserve.letv.com	101.236.15.242,103.252.206.236,123.59.123.77	80,443	nginx	80:正常访问
box.letv.com	115.182.51.77	-	端口未开放	端口未开放
so.letv.com	103.252.206.236,123.59.123.77,101.236.15.242	80,443	获取失败	80:-
fun.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
star.letv.com	220.181.117.31	-	端口未开放	端口未开放
ugc.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
girls.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
learning.letv.com	115.182.51.106	-	端口未开放	端口未开放
un.letv.com	115.182.51.97	-	端口未开放	端口未开放
sports.letv.com	140.205.16.111,140.205.16.108,140.205.16.110,140.205.16.109,140.205.16.75,140.205.16.74,140.205.16.112,140.205.16.113	80,443	Tengine	80:正常访问
jr.letv.com	114.118.30.196,42.62.80.196	80,443	nginx	80:正常访问
finance.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
api.app.letv.com	123.59.126.233,103.252.206.242,101.236.15.248	80,443	nginx	80:正常访问
analyse.letv.com	219.234.93.87	-	端口未开放	端口未开放
analytics.letv.com	219.234.93.61	-	端口未开放	端口未开放
api.m.letv.com	111.206.211.223	-	端口未开放	端口未开放
baidu.letv.com	123.126.32.158,220.181.117.210	-	端口未开放	端口未开放
cartoon.letv.com	220.181.117.38	-	端口未开放	端口未开放
coop.letv.com	123.59.235.112,123.59.234.90	80,443	nginx	80:(420) GSLB
comic.letv.com	123.59.122.223	80	nginx/1.12.0	80:正常访问
chunwan.letv.com	117.121.2.219,220.181.153.220	-	端口未开放	端口未开放
dl1.letv.com	123.59.235.210,123.59.235.210	80	nginx/1.10.3	80:(405) 不允许的方法
epay.letv.com	115.182.94.125	-	端口未开放	端口未开放
feixin.letv.com	115.181.17.245	-	端口未开放	端口未开放
gongyi.letv.com	123.59.122.223	80	ngx_openresty/1.2.8.1	80:正常访问
hangye.letv.com	103.252.206.242,123.59.126.233,101.236.15.248	443	nginx	443:正常访问
hndx.letv.com	112.67.241.171,112.67.241.172	-	端口未开放	端口未开放
image1.letv.com	123.59.235.210,123.59.235.210	80	nginx/1.10.3	80:(405) 不允许的方法
ipay.letv.com	103.252.206.236,101.236.15.242,123.59.123.77	80,443	nginx	80:(405) 不允许的方法
iphone.letv.com	115.182.94.228	-	端口未开放	端口未开放
iptv.letv.com	115.182.51.77	-	端口未开放	端口未开放
jslt.letv.com	112.84.106.254,112.84.106.253	-	端口未开放	端口未开放
lele.letv.com	101.236.15.242,103.252.206.236,123.59.123.77	80,443	nginx	80:正常访问
kaka.letv.com	220.181.155.232	-	端口未开放	端口未开放
lenovo.letv.com	220.181.117.31	-	端口未开放	端口未开放
leyun.letv.com	123.125.89.140	-	端口未开放	端口未开放
m.bbs.letv.com	103.252.206.242,101.236.15.248,123.59.126.233	443	nginx	443:正常访问
mail3.letv.com	107.155.53.170	-	端口未开放	端口未开放
mobilepay.letv.com	115.182.51.101	-	端口未开放	端口未开放
minisite.letv.com	123.150.50.233,123.125.37.191	80,443	nginx/1.12.0	80:正常访问
openvpn.letv.com	188.5.4.96	-	端口未开放	端口未开放
openvpn.bjbgp.letv.com	49.2.123.56	-	端口未开放	端口未开放
